title,url,release_date,critic_score,audience_score,release_year,omdb_Response,omdb_Error,imdbID,Rated,RuntimeMin,Genre,Plot,Poster,OMDb_raw
Captain Phillips,https://www.rottentomatoes.com/m/captain_phillips,"Released Oct 11, 2013",93.0,89.0,2013.0,True,,tt1535109,PG-13,134,"Action, Biography, Crime","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",https://m.media-amazon.com/images/M/MV5BMWYyNjI3ZjEtNGE5ZS00MDgxLWIzNGEtZTgzNDVlZjZjYWU5XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Captain Phillips', 'Year': '2013', 'Rated': 'PG-13', 'Released': '11 Oct 2013', 'Runtime': '134 min', 'Genre': 'Action, Biography, Crime', 'Director': 'Paul Greengrass', 'Writer': 'Billy Ray, Richard Phillips, Stephan Talty', 'Actors': 'Tom Hanks, Barkhad Abdi, Barkhad Abdirahman', 'Plot': 'The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.', 'Language': 'English, Somali', 'Country': 'United States, United Kingdom, Malta', 'Awards': 'Nominated for 6 Oscars. 17 wins & 155 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMWYyNjI3ZjEtNGE5ZS00MDgxLWIzNGEtZTgzNDVlZjZjYWU5XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}], 'Metascore': '82', 'imdbRating': '7.8', 'imdbVotes': '510,711', 'imdbID': 'tt1535109', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$107,100,855', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Next Goal Wins,https://www.rottentomatoes.com/m/next_goal_wins,"Released Apr 25, 2014",100.0,89.0,2014.0,True,,tt2446600,Not Rated,97,"Documentary, Sport","The American Samoa soccer team, deemed ""worst in the world"", try to qualify for the 2014 World Cup.",https://m.media-amazon.com/images/M/MV5BMjI3ODcxOTExNl5BMl5BanBnXkFtZTgwOTU0NTg1MTE@._V1_SX300.jpg,"{'Title': 'Next Goal Wins', 'Year': '2014', 'Rated': 'Not Rated', 'Released': '09 May 2014', 'Runtime': '97 min', 'Genre': 'Documentary, Sport', 'Director': 'Mike Brett, Steve Jamison', 'Writer': 'N/A', 'Actors': ""Li'atama Amisone Jr., Faiivae Iuli Alex Godinet, D'Angelo Herrera"", 'Plot': 'The American Samoa soccer team, deemed ""worst in the world"", try to qualify for the 2014 World Cup.', 'Language': 'Samoan, English', 'Country': 'United Kingdom', 'Awards': '2 wins & 3 nominations', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMjI3ODcxOTExNl5BMl5BanBnXkFtZTgwOTU0NTg1MTE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '71/100'}], 'Metascore': '71', 'imdbRating': '7.8', 'imdbVotes': '3,206', 'imdbID': 'tt2446600', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$43,089', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Dawn of the Planet of the Apes,https://www.rottentomatoes.com/m/dawn_of_the_planet_of_the_apes,"Released Jul 11, 2014",91.0,88.0,2014.0,True,,tt2103281,PG-13,130,"Action, Adventure, Drama",The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,https://m.media-amazon.com/images/M/MV5BNWNjYzQ4ZGItZTg1My00NTM2LTg1NDUtYThjOTQwMTYyNjU1XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Dawn of the Planet of the Apes', 'Year': '2014', 'Rated': 'PG-13', 'Released': '11 Jul 2014', 'Runtime': '130 min', 'Genre': 'Action, Adventure, Drama', 'Director': 'Matt Reeves', 'Writer': 'Mark Bomback, Rick Jaffa, Amanda Silver', 'Actors': 'Gary Oldman, Keri Russell, Andy Serkis', 'Plot': 'The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.', 'Language': 'English, American Sign ', 'Country': 'United States, United Kingdom, Canada', 'Awards': 'Nominated for 1 Oscar. 17 wins & 48 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNWNjYzQ4ZGItZTg1My00NTM2LTg1NDUtYThjOTQwMTYyNjU1XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}], 'Metascore': '79', 'imdbRating': '7.6', 'imdbVotes': '503,917', 'imdbID': 'tt2103281', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$208,545,589', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Life Itself,https://www.rottentomatoes.com/m/life_itself,"Released Jul 4, 2014",98.0,88.0,2014.0,True,,tt2382298,R,121,"Documentary, Biography","The life and career of the renowned film critic and social commentator, Roger Ebert.",https://m.media-amazon.com/images/M/MV5BMTQ2OTQzMjcxNF5BMl5BanBnXkFtZTgwMzc2Njk3MTE@._V1_SX300.jpg,"{'Title': 'Life Itself', 'Year': '2014', 'Rated': 'R', 'Released': '04 Jul 2014', 'Runtime': '121 min', 'Genre': 'Documentary, Biography', 'Director': 'Steve James', 'Writer': 'N/A', 'Actors': 'Roger Ebert, Chaz Ebert, Gene Siskel', 'Plot': 'The life and career of the renowned film critic and social commentator, Roger Ebert.', 'Language': 'English', 'Country': 'United States', 'Awards': '25 wins & 33 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTQ2OTQzMjcxNF5BMl5BanBnXkFtZTgwMzc2Njk3MTE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '87/100'}], 'Metascore': '87', 'imdbRating': '7.8', 'imdbVotes': '16,405', 'imdbID': 'tt2382298', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$810,454', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
How to Train Your Dragon 2,https://www.rottentomatoes.com/m/how_to_train_your_dragon_2,"Released Jun 13, 2014",92.0,90.0,2014.0,True,,tt1646971,PG,102,"Animation, Action, Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,"{'Title': 'How to Train Your Dragon 2', 'Year': '2014', 'Rated': 'PG', 'Released': '13 Jun 2014', 'Runtime': '102 min', 'Genre': 'Animation, Action, Adventure', 'Director': 'Dean DeBlois', 'Writer': 'Dean DeBlois, Cressida Cowell', 'Actors': 'Jay Baruchel, Cate Blanchett, Gerard Butler', 'Plot': 'When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.', 'Language': 'English', 'Country': 'United States, India', 'Awards': 'Nominated for 1 Oscar. 15 wins & 61 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}], 'Metascore': '77', 'imdbRating': '7.8', 'imdbVotes': '390,503', 'imdbID': 'tt1646971', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$177,002,924', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Edge of Tomorrow,https://www.rottentomatoes.com/m/edge_of_tomorrow,"Released Jun 6, 2014",91.0,90.0,2014.0,True,,tt1631867,PG-13,113,"Action, Adventure, Sci-Fi",A man fighting in a war against aliens must relive the same day every time he dies until he can find a way to stop their power source with the help of an elite soldier.,https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg,"{'Title': 'Edge of Tomorrow', 'Year': '2014', 'Rated': 'PG-13', 'Released': '06 Jun 2014', 'Runtime': '113 min', 'Genre': 'Action, Adventure, Sci-Fi', 'Director': 'Doug Liman', 'Writer': 'Christopher McQuarrie, Jez Butterworth, John-Henry Butterworth', 'Actors': 'Tom Cruise, Emily Blunt, Bill Paxton', 'Plot': 'A man fighting in a war against aliens must relive the same day every time he dies until he can find a way to stop their power source with the help of an elite soldier.', 'Language': 'English', 'Country': 'United States, Canada, India', 'Awards': '11 wins & 38 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}], 'Metascore': '71', 'imdbRating': '7.9', 'imdbVotes': '782,023', 'imdbID': 'tt1631867', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$100,206,256', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Big Hero 6,https://www.rottentomatoes.com/m/big_hero_6,"Released Nov 7, 2014",90.0,91.0,2014.0,True,,tt2245084,PG,102,"Animation, Action, Adventure","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",https://m.media-amazon.com/images/M/MV5BYjQ3YzUyOGQtNjdlYS00YmRhLWIyOWYtMGQ3YjkwMjJiYzRjXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Big Hero 6', 'Year': '2014', 'Rated': 'PG', 'Released': '07 Nov 2014', 'Runtime': '102 min', 'Genre': 'Animation, Action, Adventure', 'Director': 'Don Hall, Chris Williams', 'Writer': 'Jordan Roberts, Robert L. Baird, Daniel Gerson', 'Actors': 'Ryan Potter, Scott Adsit, Jamie Chung', 'Plot': 'A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 1 Oscar. 17 wins & 58 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYjQ3YzUyOGQtNjdlYS00YmRhLWIyOWYtMGQ3YjkwMjJiYzRjXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}], 'Metascore': '74', 'imdbRating': '7.8', 'imdbVotes': '536,666', 'imdbID': 'tt2245084', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$222,527,828', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Normal Heart,https://www.rottentomatoes.com/m/the_normal_heart,2014,94.0,88.0,2014.0,True,,tt1684226,TV-MA,132,"Biography, Drama, History","In the early 1980s, the onset of the HIV-AIDS crisis in New York led to an emergence of homosexual activists. With support from the medical community, they try to raise awareness about the disease.",https://m.media-amazon.com/images/M/MV5BNDFlZjI4ODItZjBkZC00YmEwLWEyNjktYzE4ZGIzYThhMjZmXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Normal Heart', 'Year': '2014', 'Rated': 'TV-MA', 'Released': '25 May 2014', 'Runtime': '132 min', 'Genre': 'Biography, Drama, History', 'Director': 'Ryan Murphy', 'Writer': 'Larry Kramer, Ryan Murphy', 'Actors': 'Mark Ruffalo, Jonathan Groff, Frank De Julio', 'Plot': 'In the early 1980s, the onset of the HIV-AIDS crisis in New York led to an emergence of homosexual activists. With support from the medical community, they try to raise awareness about the disease.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 2 Primetime Emmys. 29 wins & 59 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNDFlZjI4ODItZjBkZC00YmEwLWEyNjktYzE4ZGIzYThhMjZmXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}], 'Metascore': 'N/A', 'imdbRating': '7.9', 'imdbVotes': '38,485', 'imdbID': 'tt1684226', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Guardians of the Galaxy,https://www.rottentomatoes.com/m/guardians_of_the_galaxy,"Released Aug 1, 2014",92.0,92.0,2014.0,True,,tt2015381,PG-13,121,"Action, Adventure, Comedy",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,https://m.media-amazon.com/images/M/MV5BM2ZmNjQ2MzAtNDlhNi00MmQyLWJhZDMtNmJiMjFlOWY4MzcxXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Guardians of the Galaxy', 'Year': '2014', 'Rated': 'PG-13', 'Released': '01 Aug 2014', 'Runtime': '121 min', 'Genre': 'Action, Adventure, Comedy', 'Director': 'James Gunn', 'Writer': 'James Gunn, Nicole Perlman, Dan Abnett', 'Actors': 'Chris Pratt, Vin Diesel, Bradley Cooper', 'Plot': 'A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.', 'Language': 'English', 'Country': 'United States, United Kingdom', 'Awards': 'Nominated for 2 Oscars. 52 wins & 103 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BM2ZmNjQ2MzAtNDlhNi00MmQyLWJhZDMtNmJiMjFlOWY4MzcxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}], 'Metascore': '76', 'imdbRating': '8.0', 'imdbVotes': '1,332,210', 'imdbID': 'tt2015381', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$333,718,600', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Captain America: The Winter Soldier,https://www.rottentomatoes.com/m/captain_america_the_winter_soldier,"Released Apr 4, 2014",90.0,92.0,2014.0,True,,tt1843866,PG-13,136,"Action, Adventure, Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",https://m.media-amazon.com/images/M/MV5BNWY1NjFmNDItZDhmOC00NjI1LWE0ZDItMTM0MjBjZThiOTQ2XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Captain America: The Winter Soldier', 'Year': '2014', 'Rated': 'PG-13', 'Released': '04 Apr 2014', 'Runtime': '136 min', 'Genre': 'Action, Adventure, Sci-Fi', 'Director': 'Anthony Russo, Joe Russo', 'Writer': 'Christopher Markus, Stephen McFeely, Joe Simon', 'Actors': 'Chris Evans, Samuel L. Jackson, Scarlett Johansson', 'Plot': 'As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.', 'Language': 'English, French', 'Country': 'United States', 'Awards': 'Nominated for 1 Oscar. 5 wins & 52 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNWY1NjFmNDItZDhmOC00NjI1LWE0ZDItMTM0MjBjZThiOTQ2XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}], 'Metascore': '70', 'imdbRating': '7.7', 'imdbVotes': '947,414', 'imdbID': 'tt1843866', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$259,766,572', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Straight Outta Compton,https://www.rottentomatoes.com/m/straight_outta_compton,"Released Aug 14, 2015",89.0,91.0,2015.0,True,,tt1398426,R,147,"Biography, Drama, History",The rap group NWA emerges from the mean streets of Compton in the mid-1980s and revolutionizes hip-hop culture with their music and tales about life in the hood.,https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg,"{'Title': 'Straight Outta Compton', 'Year': '2015', 'Rated': 'R', 'Released': '14 Aug 2015', 'Runtime': '147 min', 'Genre': 'Biography, Drama, History', 'Director': 'F. Gary Gray', 'Writer': 'Jonathan Herman, Andrea Berloff, S. Leigh Savidge', 'Actors': ""O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell"", 'Plot': 'The rap group NWA emerges from the mean streets of Compton in the mid-1980s and revolutionizes hip-hop culture with their music and tales about life in the hood.', 'Language': 'English', 'Country': 'United States, Japan', 'Awards': 'Nominated for 1 Oscar. 28 wins & 40 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '72/100'}], 'Metascore': '72', 'imdbRating': '7.8', 'imdbVotes': '229,470', 'imdbID': 'tt1398426', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$161,197,785', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Beasts of No Nation,https://www.rottentomatoes.com/m/beasts_of_no_nation,"Released Oct 16, 2015",91.0,92.0,2015.0,True,,tt1365050,TV-MA,137,"Drama, War","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_SX300.jpg,"{'Title': 'Beasts of No Nation', 'Year': '2015', 'Rated': 'TV-MA', 'Released': '16 Oct 2015', 'Runtime': '137 min', 'Genre': 'Drama, War', 'Director': 'Cary Joji Fukunaga', 'Writer': 'Cary Joji Fukunaga, Uzodinma Iweala', 'Actors': 'Abraham Attah, Emmanuel Affadzi, Ricky Adelayitar', 'Plot': 'A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.', 'Language': 'English, Akan', 'Country': 'United States', 'Awards': 'Nominated for 1 BAFTA Award31 wins & 59 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}], 'Metascore': '79', 'imdbRating': '7.7', 'imdbVotes': '89,122', 'imdbID': 'tt1365050', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$90,777', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Creed,https://www.rottentomatoes.com/m/creed,"Released Nov 25, 2015",95.0,89.0,2015.0,True,,tt3076658,PG-13,133,"Action, Drama, Sport","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",https://m.media-amazon.com/images/M/MV5BNWM3NjY2ZDctMGZiYy00OGFlLThkMTktOTY2MDM2YjE2OTliXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Creed', 'Year': '2015', 'Rated': 'PG-13', 'Released': '25 Nov 2015', 'Runtime': '133 min', 'Genre': 'Action, Drama, Sport', 'Director': 'Ryan Coogler', 'Writer': 'Ryan Coogler, Aaron Covington, Sylvester Stallone', 'Actors': 'Michael B. Jordan, Sylvester Stallone, Tessa Thompson', 'Plot': 'The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.', 'Language': 'English, Spanish', 'Country': 'United States', 'Awards': 'Nominated for 1 Oscar. 45 wins & 66 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNWM3NjY2ZDctMGZiYy00OGFlLThkMTktOTY2MDM2YjE2OTliXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}], 'Metascore': '82', 'imdbRating': '7.6', 'imdbVotes': '324,982', 'imdbID': 'tt3076658', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$109,778,883', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Big Short,https://www.rottentomatoes.com/m/the_big_short,"Released Dec 23, 2015",89.0,88.0,2015.0,True,,tt1596363,R,130,"Biography, Comedy, Drama","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",https://m.media-amazon.com/images/M/MV5BZDZkNDQ3YjktYjBlZC00YTY1LTgxOGYtY2RhMWFhZmNkZGY3XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Big Short', 'Year': '2015', 'Rated': 'R', 'Released': '23 Dec 2015', 'Runtime': '130 min', 'Genre': 'Biography, Comedy, Drama', 'Director': 'Adam McKay', 'Writer': 'Charles Randolph, Adam McKay, Michael Lewis', 'Actors': 'Christian Bale, Steve Carell, Ryan Gosling', 'Plot': 'In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 1 Oscar. 37 wins & 81 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZDZkNDQ3YjktYjBlZC00YTY1LTgxOGYtY2RhMWFhZmNkZGY3XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '81/100'}], 'Metascore': '81', 'imdbRating': '7.8', 'imdbVotes': '517,362', 'imdbID': 'tt1596363', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$70,259,870', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Martian,https://www.rottentomatoes.com/m/the_martian,"Released Oct 2, 2015",91.0,91.0,2015.0,True,,tt3659388,PG-13,144,"Adventure, Drama, Sci-Fi","An astronaut becomes stranded on Mars after his team assumes him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_SX300.jpg,"{'Title': 'The Martian', 'Year': '2015', 'Rated': 'PG-13', 'Released': '02 Oct 2015', 'Runtime': '144 min', 'Genre': 'Adventure, Drama, Sci-Fi', 'Director': 'Ridley Scott', 'Writer': 'Drew Goddard, Andy Weir', 'Actors': 'Matt Damon, Jessica Chastain, Kristen Wiig', 'Plot': 'An astronaut becomes stranded on Mars after his team assumes him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.', 'Language': 'English, Mandarin', 'Country': 'United States, United Kingdom, Hungary, Jordan', 'Awards': 'Nominated for 7 Oscars. 40 wins & 199 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}], 'Metascore': '80', 'imdbRating': '8.0', 'imdbVotes': '979,541', 'imdbID': 'tt3659388', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$228,433,663', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Captain America: Civil War,https://www.rottentomatoes.com/m/captain_america_civil_war,"Released May 6, 2016",90.0,89.0,2016.0,True,,tt3498820,PG-13,147,"Action, Sci-Fi",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg,"{'Title': 'Captain America: Civil War', 'Year': '2016', 'Rated': 'PG-13', 'Released': '06 May 2016', 'Runtime': '147 min', 'Genre': 'Action, Sci-Fi', 'Director': 'Anthony Russo, Joe Russo', 'Writer': 'Christopher Markus, Stephen McFeely, Joe Simon', 'Actors': 'Chris Evans, Robert Downey Jr., Scarlett Johansson', 'Plot': ""Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man."", 'Language': 'English, German, Xhosa, Russian, Romanian', 'Country': 'United States, Germany, Puerto Rico', 'Awards': '16 wins & 73 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}], 'Metascore': '75', 'imdbRating': '7.8', 'imdbVotes': '898,384', 'imdbID': 'tt3498820', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$408,084,349', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Zootopia,https://www.rottentomatoes.com/m/zootopia,"Released Mar 4, 2016",98.0,92.0,2016.0,True,,tt2948356,PG,108,"Animation, Action, Adventure","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg,"{'Title': 'Zootopia', 'Year': '2016', 'Rated': 'PG', 'Released': '04 Mar 2016', 'Runtime': '108 min', 'Genre': 'Animation, Action, Adventure', 'Director': 'Byron Howard, Rich Moore, Jared Bush', 'Writer': 'Byron Howard, Rich Moore, Jared Bush', 'Actors': 'Ginnifer Goodwin, Jason Bateman, Idris Elba', 'Plot': 'In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 1 Oscar. 49 wins & 75 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '78/100'}], 'Metascore': '78', 'imdbRating': '8.0', 'imdbVotes': '590,170', 'imdbID': 'tt2948356', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$341,268,248', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
