rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/mary_poppins,Mary Poppins,"When Jane (Karen Dotrice) and Michael (Matthew Garber), the children of the wealthy and uptight Banks family, are faced with the prospect of a new nanny, they are pleasantly surprised by the arrival of the magical Mary Poppins (Julie Andrews). Embarking on a series of fantastical adventures with Mary and her Cockney performer friend, Bert (Dick Van Dyke), the siblings try to pass on some of their nanny's sunny attitude to their preoccupied parents (David Tomlinson, Glynis Johns).","A lavish modern fairy tale celebrated for its amazing special effects, catchy songs, and Julie Andrews's legendary performance in the title role.",G,"Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Robert Stevenson,"Don DaGradi, Bill Walsh","Julie Andrews, Dick Van Dyke, Glynis Johns, David Tomlinson, Ed Wynn, Hermione Baddeley, Matthew Garber, Reta Shaw, Karen Dotrice, Elsa Lanchester, Arthur Treacher, Reginald Owen, Jane Darwell, Arthur Malet, Don Barclay, Alma Lawton, Marjorie Eaton, Marjorie Bennett, Cyril Delevanti, Lester Matthews, Clive L. Halliday, Doris Lloyd, Sam Harris, James Logan, Dal McKennon, J. Pat O'Malley, Donald Barclay, Irwin Kostal",1964-08-26,2015-11-22,140.0,Walt Disney Productions,Certified-Fresh,100.0,51.0,Upright,86.0,682486.0,9,51,0
m/masquerade_2012,Masquerade,"Though it places his own life in danger, a look-alike commoner (Lee Byung-Hun) secretly takes the place of a poisoned king to save his country from falling into chaos.",,NR,Drama,Choo Chang-Min,Hwang Jo-yun,"Lee Byung-hun, Han Hyo-joo, Ryu Seung-ryong, Kim In-kwon, Seung-yong Ryoo, Gwang Jang, Shim Eun-kyung, Kim Myeong-Gon",2012-09-21,2017-01-05,131.0,CJ Entertainment America,Fresh,100.0,9.0,Upright,89.0,1011.0,2,9,0
m/matrix,The Matrix,"Neo (Keanu Reeves) believes that Morpheus (Laurence Fishburne), an elusive figure considered to be the most dangerous man alive, can answer his question -- What is the Matrix? Neo is contacted by Trinity (Carrie-Anne Moss), a beautiful stranger who leads him into an underworld where he meets Morpheus. They fight a brutal battle for their lives against a cadre of viciously intelligent secret agents. It is a truth that could cost Neo something more precious than his life.","Thanks to the Wachowskis' imaginative vision, The Matrix is a smartly crafted combination of spectacular action and groundbreaking special effects.",R,"Action & Adventure, Science Fiction & Fantasy","Lilly Wachowski, Lana Wachowski","Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Joe Pantoliano, Hugo Weaving, Belinda McClory, Marcus Chong, Robert Taylor (VII), Julian ""Sonny"" Arahanga, Matt Doran, Paul Goddard, Gloria Foster, David Aston, Marc Gray, Anthony Ray Parker, Ada Nicodemou, Denni Gordon, Rowan Witt, Elenor Witt, Tamara Brown, Janaya Pender, Adryn White, Natalie Tjen, Bill Young, David O'Connor, Jeremy Ball, Fiona Johnson, Harry Lawrence, Steve Dodd, Luke Quinton, Lawrence Woodward, Michael Butcher, Bernard Ledger, Robert Simper, Chris Scott, Nigel Harbach, Lilly Wachowski, Lana Wachowski",1999-03-31,2009-01-01,136.0,Warner Bros. Pictures,Certified-Fresh,88.0,154.0,Upright,85.0,33324202.0,37,135,19
m/matt_shepard_is_a_friend_of_mine,Matt Shepard is a Friend of Mine,The life of Matt Shepard and the people who remember him.,,NR,"Documentary, Special Interest",Michele Josue,Michele Josue,"Matthew Shepard, Judy Shepard, Michele Josue, Dennis Shepard",2015-02-06,2016-07-29,89.0,Run Rabbit Run Media,Fresh,100.0,30.0,Upright,86.0,606.0,13,30,0
m/maudie,Maudie,Canadian folk artist Maud Lewis develops an unlikely romance with reclusive fishmonger Everett Lewis.,Maudie's talented cast -- particularly Sally Hawkins in the title role -- breathe much-needed depth into a story that only skims the surface of a fascinating life and talent.,PG-13,"Art House & International, Drama, Romance",Aisling Walsh,Sherry White,"Sally Hawkins, Ethan Hawke, Kari Matchett, Gabrielle Rose, Zachary Bennett, Lawrence Barry, Greg Malone, Billy MacLellan, Marthe Bernard, David Feehan, Nik Sexton, Judy Hancock, Mike Daly, Brian Marler, Denise Sinnott",2017-06-16,2017-10-03,115.0,Sony Pictures Classics,Certified-Fresh,89.0,150.0,Upright,89.0,7604.0,32,134,16
m/maurice,Maurice,"In 1909, Maurice Hall (James Wilby) enters Cambridge, where he befriends wealthy Clive Durham (Hugh Grant). Clive confesses he is sexually attracted to Maurice, who realizes he is a homosexual when he begins to return Clive's feelings. The two embark on an intense but chaste affair to avoid tarnishing Clive's reputation, but eventually the relationship ends, and Clive marries Anne (Phoebe Nicholls). While visiting Clive, Maurice is drawn toward his friend's servant, Alec Scudder (Rupert Graves).",Maurice sensitively explores the ramifications of forbidden desire with a powerful love story brought to life by the outstanding efforts of a talented cast.,R,"Drama, Romance, Gay & Lesbian",James Ivory,"James Ivory, Ruth Prawer Jhabvala, Kit Hesketh-Harvey","James Wilby, Hugh Grant, Rupert Graves, Denholm Elliott, Simon Callow, Billie Whitelaw, Ben Kingsley, Judy Parfitt, Phoebe Nicholls, Mark Tandy, Helena Michell, Kitty Aldridge, Patrick Godfrey, Michael Jenn, Barry Foster, Peter Eyre, Catherine Rabett, Orlando Wells, Helena Bonham Carter, Mark Payton, Gerald McArthur, Miles Richarson, Maria Britneva, Mathew Sim, John Elmes, Alan Foss, Philip Fox, Olwen Griffiths, Chris Hunter, Breffni McKenna, Phillada Sewell, Matthew Sim, Harriet Thorpe, Julian Wadham, Philada Sewell, Richard Warner, Andrew St. Clair, Alan Whybrow, Rick Warner",1987-09-01,2017-09-05,140.0,Cinecom Pictures,Fresh,89.0,27.0,Upright,87.0,7523.0,7,24,3
m/may_it_last_a_portrait_of_the_avett_brothers,May It Last: A Portrait of the Avett Brothers,"A portrait of the Avett Brothers, a North Carolina band, as they create their album ""True Sadness.""",,NR,Documentary,"Judd Apatow, Michael Bonfiglio",,"Scott Avett, Seth Avett, Joe Kwon, Susie Avett, Tania Elizabeth, Paul DeFiglia, Mike Marsh, Rick Rubin, Sarah Avett, Jim Avett, Susan Avett, Melanie Crawford, Jennifer Carpenter, Mike ""Crackerfarm"" Beyer, Mike Marsh, Dane Honeycutt, Jason Lader, Dolphus Ramseur",2017-09-12,2018-01-05,104.0,Apatow Productions,Fresh,89.0,9.0,Upright,98.0,302.0,3,8,1
m/maytime,Maytime,"The aging Marcia Mornay (Jeanette MacDonald) looks back on her long life and career as a renowned opera singer. As a young woman, she is trained by expert vocal teacher Nikolai Nazarov (John Barrymore). When Nikolai asks Marcia to marry him, she agrees to the wedding because, although she does not love her instructor, she is unwilling to break his heart. Just before her wedding, though, Marcia meets and falls in love with aspiring singer Paul Allison (Nelson Eddy).",,NR,"Classics, Drama, Musical & Performing Arts, Romance",Robert Z. Leonard,Noel Langley,"Jeanette MacDonald, Nelson Eddy, John Barrymore, Herman Bing, Tom Brown, Lynne Carver, Rafaela Ottiano, Charles Judels, Paul Porcasi, Sig Rumann, Walter Kingsford, Edgar Norton, Guy Bates Post, Iphigenie Castiglioni, Anna Demetrio, Frank Puglia, Adia Kuznetzoff, Joan Le Sueur, Harry Davenport, Harry Hayden, Howard Hickman, Luke Cosgrave, Don Cossack Chorus, Robert C. Fischer, Harlan Briggs, Frank Sheridan, Billy Gilbert, Sarah Edwards, Ivan Lebedeff, Leonid Kinskey, Maurice Cass, Christian J. Frank, Douglas Wood, Bernard Suss, Henry Roquemore, Grace Hayle, Alexander Schonberg, Mariska Aldrich, Paul Weigel, Ben Welden, José Rubio, Jack Murphy, Blair Davies, John Le Sueur, Agostino Borgato, Alberto Morin, George Davis, Pat Somerset, Ian Wolfe, Gus Leonard, Brandon Hurst, Eric Lonsdale, Guy D'Ennery, Claude King, Forbes Murray, Fred Graham, Frank O'Connor, Barlowe Borland, Charles Requa, Arthur Stuart Hull, Harold Entwistle, Frank Elliott, Alexander Schoenberg, Jacques Lory, Belle Mitchell, Buster Slaven, Hans Joby, Christian Rub, Genaro Spagnoli, Bobby Watson, Paul Cremonesi, Delmar Watson, Oscar Rudolph, Herta Lind, Clarence Wilson, Jolly Lee Harvey, Armand ""Curly"" Wright, Sidney Jarvis, Albert Pollet, Francisco Maran, Ed Goddard, Bobs Watson, Helen Parrish, Joan Breslau, Nan Merriman, George London, Russell Hicks",1937-01-01,2016-11-17,132.0,MGM,Fresh,100.0,5.0,Upright,88.0,460.0,0,5,0
m/mccabe_and_mrs_miller,McCabe & Mrs. Miller,"Charismatic gambler John McCabe (Warren Beatty) arrives in a mining community and decides to open a brothel. The local residents are impressed by his confident demeanor and fast talk, but crafty prostitute Constance Miller (Julie Christie) sees through McCabe's words and realizes he isn't as sharp as he seems. For a share in his profits, Mrs. Miller agrees to help plan and run McCabe's establishment, but soon a powerful company threatens to destroy what they have built up.",McCabe & Mrs. Miller offers revisionist Western fans a landmark early addition to the genre while marking an early apogee for director Robert Altman.,R,"Classics, Drama, Western",Robert Altman,"Robert Altman, Brian McKay","Warren Beatty, Julie Christie, Rene Auberjonois, John Schuck, William Devane, Bert Remsen, Keith Carradine, Corey John Fischer, Shelley Duvall, Michael Murphy, Manfred Shulz, Antony Holland, Thomas Hill, Don Francks, Rodney Gage, Lili Francks, Elizabeth Knight, Hugh Millais, Manfred Schulz, Jace Vander Veen, Jackie Crossland, Elizabeth Murphy, Carey Lee McKenzie, Linda Sorenson, Elisabeth Knight, Janet Wright, Maysie Hoy, Linda Kupecek, Jeremy Newsom, Wayne Robson, Wayne Grace, Jack Riley, Robert Fortier, Wesley Taylor, Anne Cameron, Jeremy Newson, Graeme Campbell, J.S. Johnson, Joe Clarke, Harry Frazier, Edwin Collier, Terence Kelly, Brantley F. Kearns, Joan Maguire, Harvey Lowe, Eric Schneider, Milos Zatovic, Claudine Melgrave, Derek Deurvorst, Alex Diakun, Gordon Robertson",1971-06-24,2015-06-22,121.0,Warner Bros. Pictures,Certified-Fresh,85.0,55.0,Upright,87.0,8678.0,12,47,8
m/mcconkey_2013,McConkey,Athlete Shane McConkey becomes a pioneer of freeskiing and BASE jumping.,,NR,"Documentary, Sports & Fitness","Rob Bruce, David Zieff, Steve Winter, Murray Wais, Scott Gaffney","Rob Bruce, Murray Wais, Steve Winter, Scott Gaffney, David Zieff","Shane McConkey, Sherry McConkey, Glenn McConkey, Jim McConkey, Jonny Moseley, Miles Daisher, Travis Pastrana, Bob Burnquist, Mike Douglas, Kent Kreitler, Scot Schmidt",2013-10-11,2017-01-05,109.0,Red Bull Media House,Fresh,100.0,5.0,Upright,94.0,189.0,3,5,0
m/mea_maxima_culpa_silence_in_the_house_of_god,Mea Maxima Culpa: Silence In The House Of God,"Filmmaker Alex Gibney examines reports of pedophilia within the Roman Catholic Church, focusing specifically on a group of men who alleged that they were abused as boys by a priest at a Milwaukee school for the deaf.","Examining the intricacies of global scandal through one haunting case, Mea Maxima Culpa is an impassioned and meticulous exposé on abuses of power and institutional sin.",NR,"Documentary, Special Interest",Alex Gibney,Alex Gibney,"Alex Gibney, Terry Kohut, Gary Smith, Rembert Weakland, Pat Kuehn, Arthur Budzinski, Jeff Anderson, Thomas Doyle, Richard Sipe, Patrick Wall, Geoffrey Robertson, Laurie Goodstein, Jason Berry, Robert ""Spike"" Mickens, Marco Politi, Jamey Sheridan, Chris Cooper, Ethan Hawke, John Slattery",2012-11-16,2016-03-10,107.0,Independent Pictures,Certified-Fresh,98.0,50.0,Upright,90.0,2438.0,19,49,1
m/meet_me_in_st_louis,Meet Me In St. Louis,"""Meet Me in St. Louis"" is a classic MGM romantic musical comedy that focuses on four sisters (one of whom is the nonpareil Judy Garland) on the cusp of the 1904 St. Louis World's Fair. The film spotlights the sisters' education in the ways of the world, which includes, but isn't limited to, learning about life and love, courtesy of the prototypical boy next door. In the end, love -- accompanied by song, dance and period costumes, all in glorious Technicolor -- conquers all.","A disarmingly sweet musical led by outstanding performances from Judy Garland and Margaret O'Brien, Meet Me in St. Louis offers a holiday treat for all ages.",G,"Classics, Drama, Kids & Family, Musical & Performing Arts, Romance",Vincente Minnelli,"Irving Brecher, Fred F. Finklehoffe","Judy Garland, Margaret O'Brien, Lucille Bremer, Mary Astor, Leon Ames, Joan Caroll, Tom Drake, June Lockhart, Marjorie Main, Henry H. Daniels Jr., Joan Carroll, Chill Wills, Hugh Marlowe, Harry Davenport, Robert Sully, Donald Curtis, Mary Jo Ellis, Ken Wilson, Robert Emmett O'Connor, Darryl Hickman, Leonard Walker, Victor Kilian, John Phipps, Sam Harris, Robert E. O'Connor, Mayo Newhall, Kenneth Wilson, Belle Mitchell, Sidney Barnes, Myron Tobias, Victor Cox, Kenneth Donner, Buddy Gorman, Joe Cobbs, Helen Gilbert",1944-11-28,2016-05-19,113.0,MGM,Fresh,100.0,33.0,Upright,87.0,37040.0,9,33,0
m/memento,Memento,"Leonard (Guy Pearce) is tracking down the man who raped and murdered his wife. The difficulty, however, of locating his wife's killer is compounded by the fact that he suffers from a rare, untreatable form of memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.","Christopher Nolan skillfully guides the audience through Memento's fractured narrative, seeping his film in existential dread.",R,"Drama, Mystery & Suspense",Christopher Nolan,Christopher Nolan,"Guy Pearce, Joe Pantoliano, Carrie-Anne Moss, Mark Boone Jr., Stephen Tobolowsky, Harriet Sansom Harris, Jorja Fox, Callum Keith Rennie, Larry Holden, Thomas Lennon, Russ Fega, Kimberly Lynn Campbell, Marianne Muellerleile",2000-09-05,2017-03-01,116.0,Newmarket Films,Certified-Fresh,93.0,179.0,Upright,94.0,381037.0,43,166,13
m/memories_of_murder_2003,Memories of Murder,"In 1986, Park (Song Kang-ho) and Cho (Kim Roi-ha) are two simple-minded detectives assigned to a double murder investigation in a South Korean province. But when the murderer strikes several more times with the same pattern, the detectives realize that they are chasing the country's first documented serial killer. Relying on only their basic skills and tools, Park and Jo attempt to piece together the clues and solve the case in this thriller based on true events.","Memories of Murder blends the familiar crime genre with social satire and comedy, capturing the all-too human desperation of its key characters.",NR,"Art House & International, Drama, Mystery & Suspense",Bong Joon Ho,"Kwang-rim Kim, Bong Joon Ho, Shim Sung-bo, Shim Seong-bo","Song Kang Ho, Kim Sang-kyung, Roe-ha Kim, Kim Rwe-ha, Jae-ho Song, Song Jae-ho, Byun Hee-bong, Ryu Tae-ho, Seo-hie Ko, Park Noh-shik, No-shik Park, Park Hae-il, Jong-ryol Choi",2003-05-02,2017-07-24,129.0,CJ Entertainment,Certified-Fresh,93.0,60.0,Upright,94.0,11289.0,17,56,4
m/meru_2015,Meru,Three elite climbers fight through obsession and loss as they struggle to climb Mount Meru.,"Gripping visually as well as narratively, Meru is the rare documentary that proves thought-provoking while offering thrilling wide-screen vistas.",R,Documentary,"Jimmy Chin, Elizabeth Chai Vasarhelyi",,"Conrad Anker, Jimmy Chin, Renan Ozturk, Jon Krakauer, Grace Chin, Amee Hinkley, Jennifer Lowe-Anker, Jeremy Jones",2015-08-14,2016-04-05,90.0,Music Box Films,Certified-Fresh,89.0,76.0,Upright,91.0,5241.0,22,68,8
m/metropolitan,Metropolitan,"A radical student is adopted by a group of young New Yorkers, serves as a catalyst to alter his and their lives. Gathering in a Manhattan apartment, the group of friends meet to discuss social mobility, Fourier's socialism and play bridge in their cocoon of upper-class society - until they are joined by a man with a critical view of their way of life.","Metropolitan gently skewers the young socialite class with a smartly written dramedy whose unique, specific setting yields rich universal truths.",PG-13,"Comedy, Drama",Whit Stillman,Whit Stillman,"Carolyn Farina, Edward Clements, Chris Eigeman, Taylor Nichols, Allison Rutledge-Parisi, Dylan Hundley, Isabel Gillies, Bryan Leder, Will Kempe, Elizabeth Thompson, Stephen Uys, Ellia Thompson, Roget W. Kirby, Alice Connorton, Linda Gillies, John Carroll Lynch, Donald Lardner Ward, Tomas R. Voth, Tom Voth, Caroline Bennett, Donal Lardner Ward, Frank Creighton, Joel S. Schreiber, Catherine Atzen, Victoria Chickering, Blayne Perry, J. Harden Rose, Kevin Schack, Tina Thornton, Hank Foley, Andrew Lyle, Hank Poley",1990-08-03,2017-03-17,98.0,Rialto Pictures,Certified-Fresh,93.0,40.0,Upright,85.0,5310.0,15,37,3
m/mickeys-christmas-carol,Mickey's Christmas Carol,A retelling of the classic Dickens tale with Disney's classic characters.,,G,"Animation, Kids & Family",Burny Mattinson,,"Wayne Allwine, Alan Young, Will Ryan",1983-10-23,2016-05-06,25.0,,Fresh,100.0,7.0,Upright,90.0,3269.0,1,7,0
m/microcosmos,Microcosmos,"It may appear tiny to the human eye, but there is no denying that the insect kingdom -- as captured by the filmmakers behind this documentary -- is as dramatic, action-packed and beautiful as any other. Indeed, using a variety of film techniques and an inspired score, the moving image of a beetle pushing a ball of dung takes on the mythic quality of Sisyphus with his boulder. Meanwhile, endless caterpillar caravans suggest, amazingly, the rhythm of modern highways during rush hour.",,G,Documentary,"Claude Nuridsany, Jean-Marc Perennou, Marie Pérennou",,"Claude Nuridsany, Marie Pérennou, Florence Ricard, Marie-Josèphe Yoyotte, Kristin Scott Thomas",1996-05-01,2017-05-22,77.0,Miramax,Fresh,97.0,33.0,Upright,91.0,5626.0,6,32,1
m/midnight_cowboy,Midnight Cowboy,"Convinced of his irresistible appeal to women, Texas dishwasher Joe Buck (Jon Voight) quits his job and heads for New York City, thinking he'll latch on to some rich dowager. New York, however, is not as hospitable as he imagined, and Joe soon finds himself living in an abandoned building with a Dickensian layabout named Enrico ""Ratso"" Rizzo (Dustin Hoffman). The two form a rough alliance, and together they kick-start Joe's hustling career just as Ratso's health begins to deteriorate.","John Schlesinger's gritty, unrelentingly bleak look at the seedy underbelly of urban American life is undeniably disturbing, but Dustin Hoffman and Jon Voight's performances make it difficult to turn away.",R,"Classics, Drama",John Schlesinger,Waldo Salt,"Dustin Hoffman, Jon Voight, John McGiver, Brenda Vaccaro, Ruth White, Barnard Hughes, Sylvia Miles, Viva, Jennifer Salt, Gil Rankin, Gary Owens, George Epperson, T. Tom Marlow, George Eppersen, Al Scott, Linda Davis, J.T. Masters, Arlene Reeder, Georgann Johnson, Jonathan Kramer, Bob Balaban, Anthony Holland, Jan Tice, Paul Benjamin, Peter Scalia, Vito Siracusa, Peter Zamaglias, Arthur Anderson, Tina Scala, Alma Felix, Richard Clarke, Ann Thomas, Gastone Rossilli, Joan Murphy, Al Stetson, Ultra Violet, Paul Jabara, International Velvet, William Door, Cecelia Lipson, Taylor Mead, Paul Morrissey, Paul Jasmin, M. Emmet Walsh",1969-05-25,2016-01-11,113.0,United Artists,Certified-Fresh,88.0,75.0,Upright,88.0,40013.0,16,66,9
m/midnight_express,Midnight Express,"Billy Hayes (Brad Davis) is a young American caught by Turkish police while attempting to smuggle hash out of Istanbul. He's tried and sent to prison for four years, where he endures all manner of privation and abuse. As he finishes up his time, he's shocked to learn that the Turkish High Court has added a further 30 years to his sentence. He is now thoroughly demoralized, and his life in prison grows increasingly unbearable until he concludes that escape is his only option.","Raw and unrelenting, Midnight Express is riveting in its realistic depiction of incarceration -- mining pathos from the simple act of enduring hardship.",R,"Drama, Mystery & Suspense",Alan Parker,Oliver Stone,"Brad Davis, Randy Quaid, John Hurt, Mike Kellin, Bo Hopkins, Paul L. Smith, Norbert Weisser, Irene Miracle, Paolo Bonacelli, Michael Ensign, Franco Diogene, Kevork Malikyan, Mihalis Yannatos, Gigi Ballista, Tony Boyd, Peter Jeffrey, Ahmed El Shenawi, Zanninos Zanninou, Dimos Starenios",1978-09-20,2012-04-16,121.0,Sony Pictures Home Entertainment,Fresh,96.0,26.0,Upright,89.0,31089.0,2,25,1
m/midnight_run,Midnight Run,"When Eddie Moscone (Joe Pantoliano) hires tight-lipped bounty hunter Jack Walsh (Robert De Niro) to locate a mob accountant named ""The Duke"" (Charles Grodin) and bring him to L.A., Eddie tells Jack that the job will be simple, or a ""midnight run."" But when Jack finds The Duke, the FBI and the mob are anxious to get their hands on him. In a cross-country chase, Jack must evade the authorities, hide from the mob and prevent The Duke's erratic personality from driving him mad.","Enlivened by the antagonistic chemistry between Robert De Niro and Charles Grodin, Midnight Run is an uncommonly entertaining odd couple comedy.",R,"Action & Adventure, Comedy",Martin Brest,George Gallo,"Robert De Niro, Charles Grodin, Dennis Farina, Yaphet Kotto, John Ashton, Joe Pantoliano, Richard Foronjy, Robert Miranda, Jack Kehoe, Wendy Phillips, Danielle DuClos, Philip Baker Hall, Thom McCleister, Mary Gillis, Tom McCleister, John Toles-Bey, Thomas J. Hageboeck, Stanley White, Scott McAfee, Linda Margules, Lois Smith, Fran Brill, Lou Felder, Sam Sanders, Frank Pesce, Paul Joseph McKenna, Matt Jennings, Rosemarie Murphy, Jack N. Young, Richard Gonzalez, Bill Fritz, Pete Jensen, Andy Charnoki, Tracey Walter, Varnoy Lee, Bob Maroff, Tom Irwin, Jimmie Ray Weeks, Michael D. Gainsborough, John Hammil, Cameron Milzer, Sonia M. Roberts, Robert Coleman, William Robbins, Wilfred Netsosie, Sherman L. Robbins, Dale Beard Jr., Thomas Nez, Robert Vento, Joe ""Tippy"" Zeoli, Jim Portese, Armando Muniz, Dan York, Rowdy Burdick",1988-07-11,2015-12-18,122.0,MCA Universal Home Video,Certified-Fresh,94.0,53.0,Upright,87.0,24991.0,14,50,3
m/mike_birbiglia_the_new_one,Mike Birbiglia: The New One,,,NR,Comedy,Seth Barrish,,Mike Birbiglia,,,,Netflix,Fresh,100.0,5.0,Upright,88.0,42.0,1,5,0
m/mildred_pierce,Mildred Pierce,"When Mildred Pierce's (Joan Crawford) wealthy husband leaves her for another woman, Mildred decides to raise her two daughters on her own. Despite Mildred's financial successes in the restaurant business, her oldest daughter, Veda (Ann Blyth), resents her mother for degrading their social status. In the midst of a police investigation after the death of her second husband (Zachary Scott), Mildred must evaluate her own freedom and her complicated relationship with her daughter.","Tied together by a powerhouse performance from Joan Crawford, Mildred Pierce blends noir and social drama to soapily intoxicating effect.",NR,"Classics, Drama, Mystery & Suspense",Michael Curtiz,Ranald MacDougall,"Joan Crawford, Ann Blyth, Jack Carson, Zachary Scott, Bruce Bennett, Eve Arden, Moroni Olsen, Lee Patrick, Manart Kippen, Butterfly McQueen, Veda Ann Borg, George Tobias, Barbara Brown, John Compton, John P. Trowbridge, Jo Ann Marlowe, Thomas P. Dillon, Charles Trowbridge, Garry Owen, Clancy Cooper, Tom Dillon, Charles Jordan, James Flavin, John O'Connor, Jack O'Connor, Larry Rio, George Anderson, John Walsh, Robert Arthur, Lynne Baggett, Marion Lessing, Doria Caron, Marjorie ""Babe"" Kane, Elyse Brown, David Cota, George Meader, Joyce Compton, Harold Miller, Robert Locke Lorraine, Joan Wardley, Don Grant, Chester Clute, Robert Evans, Bob Locke Lorraine, Wallis Clark, Perk Lazello, Angela Greene, Betty Alexander, Ramsay Ames, Helen Pender, Joan Winfield, John Christian, Leah Baird, Paul Panzer, William Alcorn, John Sheridan, Richard Kipling, Wheaton Chambers, William H. Ruhl, Mary Ellen Meyran, Jean Lorraine, James Lono, Mary Servoss",1945-10-20,2008-12-31,109.0,MGM Home Entertainment,Certified-Fresh,86.0,44.0,Upright,90.0,8234.0,9,38,6
m/milk,Milk,"In 1972, Harvey Milk (Sean Penn) and his then-lover Scott Smith leave New York for San Francisco, with Milk determined to accomplish something meaningful in his life. Settling in the Castro District, he opens a camera shop and helps transform the area into a mecca for gays and lesbians. In 1977 he becomes the nation's first openly gay man elected to a notable public office when he wins a seat on the Board of Supervisors. The following year, Dan White (Josh Brolin) kills Milk in cold blood.","Anchored by Sean Penn's powerhouse performance, Milk is a triumphant account of America's first openly gay man elected to public office.",R,"Drama, Gay & Lesbian",Gus Van Sant,Dustin Lance Black,"Sean Penn, Emile Hirsch, Josh Brolin, James Franco, Diego Luna, Alison Pill, Lucas Grabeel, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Howard Rosenman, Brandon Boyce, Kelvin Yu, Jeff Koons, Ted Jan Roberts (II), Boyd Holbrook, Frank M. Robinson, Allan Baird, Tom Ammiano, Carol Ruth Silver, Hope Goblirsch, Steven Wiig, Ashlee Temple, Wendy King, Kelvin Han Yee, Robert Chimento, Ginabel Machado",2008-11-26,2012-06-15,128.0,Focus Features,Certified-Fresh,93.0,244.0,Upright,89.0,178019.0,55,226,18
m/millennium_actress_2001,Millennium Actress (Sennen joyû),"In this animated movie, filmmaker Genya Tachibana begins work on a documentary about famed Japanese actress Chiyoko Fujiwara. Now well into old age, Chiyoko has become reclusive and shy about any publicity, but she eventually warms up to Tachibana and starts to relate her life story. As the decades pass, Chiyoko is transformed from a teen with big dreams into a full-blown celebrity, while her cinematic characters span various eras, from ancient Japan to the distant future.",The story of an aging movie actress' complicated personal saga unfolds in this sophisticated anime film that deftly blurs memory and make-believe into a meditation on the nature of cinema itself.,PG,"Animation, Drama, Romance",Satoshi Kon,"Satoshi Kon, Sadayuki Murai","Miyoko Shôji, Mami Koyama, Fumiko Orikasa, Shouzou Iizuka, Masaya Onosaka, Shouko Tsuda, Masatane Tsukayama, Koichi Yamadera, Hirotaka Suzuoki, Hisako Kyôda, Hisako Kyda, Abby Trott, Erin Yvette, Cindy Robinson, Christopher Swindle, Laura Post, Keith Silverstein, Barbara Goodson, JP Karliak",2001-01-01,2019-07-18,87.0,Go Fish Pictures,Certified-Fresh,93.0,56.0,Upright,90.0,13010.0,16,52,4
m/millers_crossing,Miller's Crossing,"When the Italian Mafia threatens to kill a crooked bookie (John Turturro), Irish mob boss Leo O'Bannon (Albert Finney) refuses to allow it, chiefly because he's dating the bookie's sister, crafty gun moll Verna Bernbaum (Marcia Gay Harden). Leo's right-hand man, Tom Reagan (Gabriel Byrne), is also seeing Verna on the sly, and when he's found out is obliged to switch sides, going to work for the Italian mob amidst a dramatically escalating gang war over liquor distribution.","Though possibly more notable for its distinctive style than an airtight story, this Coen brothers take on the classic gangster flick features sharp dialogue, impressive cinematography, and a typically quirky cast of characters.",R,"Drama, Mystery & Suspense",Joel Coen,"Joel Coen, Ethan Coen","Gabriel Byrne, Albert Finney, John Turturro, Marcia Gay Harden, Jon Polito, J.E. Freeman, George Fernandez, Mike Starr, Donna Isaacson, Al Mancini, Richard Woods, John Lyons, Thomas Toner, Steve Buscemi, Mario Todisco, Olek Krupa, Michael Jeter, Lanny Flaherty, Jeanette Kontomitras, Louis Charles Mounicou III, Danny Aiello III, Helen Jolly, Hilda McLean, Salvatore H. Tornabene, John McConnell, Kevin Dearie, Michael Badalucco, Charles Ferrara, Charles Gunning, Monte Starr, Dave Drinkx, David Darlow, Don Picard, Jack David Harris, Jery Hewitt, Sam Raimi, John Schnauder Jr., Esteban Fernandez, Zolly Levin, William Preston Robertson, Robert Labrosse, Carl Rooney, Joey Ancona, Bill Raye, Frances McDormand",1990-09-22,2015-11-25,114.0,20th Century Fox,Certified-Fresh,92.0,60.0,Upright,90.0,50537.0,11,55,5
